JournalInstructionsTitle |= Journal
Worzel ScrumpyINTRO |= Nous n'aimons pas beaucoup les étrangers autour de Testy Acres, alors restez à l'écart. Seuls les Scrumpys sont les bienvenus, et même alors je leur jette un oeil méprisant.
Betty ScrumpyINTRO |= Bonjour, oeuf de canard. Je ne traînerais pas autour de notre ferme si j'étais toi. Mon Worzel a un faible pour les intrus. Il aime aussi les passants, les randonneurs, les visiteurs et les bien-pensants. A part ça, c'est un gars adorable, honnête.
Jed ScrumpyINTRO |= Hey, un autre enfant avec qui jouer! Tiens, tire mon doigt. Alleeeeeezzzz. Tire!
Ned ScrumpyINTRO |= Papa n'aime pas que je parle avec les gens mais je voulais juste dire bienvenue dans le Vale. C'est vrai que tu es aussi un jumeau? S'il est aussi stupide que les miens, je compatis.
John BowsINTRO |= Besoin d'un arbre coupé? Une bûche décapitée ? Ma famille est la seule à avoir l'honneur d'entretenir nos bois, et je le prends très au sérieux. Je viens d'une longue lignée de bûcherons.
Lucy ArrowsINTRO |= Eh bien, bonjour ! J'espérais vous croiser. Nous avons tous beaucoup entendu parler des nouveaux protégés du vieux Bill, et tout le monde est plus qu'un peu curieux à votre sujet. Moi, je suis curieuse à propos de tout, surtout du passé. En tant qu'historienne du Vale, je suis toujours à la recherche de reliques et de documents historiques. Alors prévenez-moi si vous en repérez!
Theresa GreenINTRO |= That icy feeling in the back of your skull? That is the stare of Druida, digging into your soul. Make bountiful offerings or prepare to writhe in the darkness of a thousand curses!
Arthur BrownINTRO |= Woooah, didn't I see another one like you, only a bit different? Faaaaar out. I mean, you must live on that farm far out of town. Well, you're always welcome in the Brown domicile.
Theresa BrownINTRO |= How wonderful to meet you. It is truly Druida's generosity that has brought you to our village, and for that, we thank Her.
Ash BrownINTRO |= Hmm, your visage inspires in me a spontaneous stanza. Ahem. "A pond brimming with tadpoles in a summer storm. Their tails are restless. The drops spell out a rainbow on the water's surface. It is you. The frog to become."
Ignatius KettleINTRO |= Wassat you say? Will I drown, mam? My mam passed away years ago! Oh, you're from Willowdown Farm! Never heard of it.
Holly KettleINTRO |= Who in Freyl's Furlocks are you? Not one of them Teapotts in disguise, are you? Well, alright then. Best stay away from them. They're a brew-dy bunch.
Copper KettleINTRO |= Blub blub blrrrrrrrrrrrrrrrrrrrr! Gah.
Edward TeapottINTRO |= Haven't seen you in Candlewych before. You're not an undercover Kettle, are you? Good, good. That family makes my blood boil.
Edna TeapottINTRO |= You must be my long-lost cousin, the short and stout one, right? No, can't see no handle on you. Eyesight's not what it used to be. Gone right down the spout. My ears aren't the same either since I had them waxed.
Clay TeapottINTRO |= Abloooop! Higgy thrrrrrrmp! Wib.
Hazel NuttINTRO |= Wait! My cats are peering into your soul to determine if you can be trusted... And congratulations. They aren't clawing your eyes out, which means you've passed.
Herbert LemonINTRO |= Nononono! You shall not go! No, no indeed! Your uncle told me to watch you, and watch you shall Herbert! No leaving the Vale til uncle says so!
Ginger NuttINTRO |= Oh, it's nice to have another youngun' around. Per'aps you can visit when you walk these parts. Don't get many visitors, what with our Hazel moving off after she got married. Her fella ran off, and now she'd rather spend her time with cats than coming to see her old mum.
Old JacobINTRO |= Hush! You hear that? The dead round these parts like to whisper to me. "Jacob," they say. "We're here and we're watching you..." It's true! They're from ancient times when people got put in the ground when they died. And they're cursed, see, because they didn't believe in the Goddesses. Worshipped a male god! Ha ha! You believe that?? A male god! Hush! I think I hear them whispering again...
Uncle BillINTRO |= How are you settling in? I hope you're not finding the chores too much of a bother. I'm not as young as I used to be, so I can't do everything myself.
Uncle BillINTRO |= Not that that's why I brought you here! Haha. Me and your aunt always wanted children, but we were never blessed. If only she was here now...
Uncle BillINTRO |= She always loved this time of year. The Festival of Summertide is coming up soon, and the whole of the Vale will be preparing for it.
Uncle BillINTRO |= Us too. We need the Goddess Druida to smile on us and bring us prosperity, so I'm counting on you both to help. It'll be fun, you'll see!
Uncle BillINTROOLD_PAD |= *cough* Good to have you around. Must be much better out in the open air than spending all that time in a big sweaty shoe? I won't lie; my health hasn't been great, so I need the help, and I will reward you for every task. Look around the farm and gather any tools you may need.
Uncle BillINTROOLD_PAD |= I will leave your task money beside your bed for when you wake up every morning and will add the daily tasks to your list, so don't forget to check!
Uncle BillINTROOLD_KBM |= *cough* Good to have you around. Must be much better out in the open air than spending all that time in a big sweaty shoe? I won't lie; my health hasn't been great, so I need the help, and I will reward you for every task. Look around the farm and gather any tools you may need.
Uncle BillINTROOLD_KBM |= I will leave your task money beside your bed for when you wake up every morning and will add the daily tasks to your list, so don't forget to check!
TwigINTRO |= Hallo, hallo! You got me letter! Name's Twig, but you can call me Twig. Not sure why I got that name. Probably 'cos I look like a stick.
TwigINTRO |= Had a little help writing it, 'course. Our dream pal, you know, he can do marvellous things. Wouldn't have made it to Master Fisherman without his help!
TwigINTRO |= You know who I'm talking about, right? Mr Fairweather! He's got big plans for you. That's why you and me have got to stick together.
TwigINTRO |= First off, I'm gonna teach you one of me fishing tricks. Just show me you can catch a common-as-muck Pondlurker with this old rod. Won't have no trouble finding a pond with a few swimming about. Try straight down that way. Good luck!
Greeting |= Comment ca va!
Greeting |= Salutations!
Greeting |= Ca va bien?
GreetingFriendly |= Bonjour!
GreetingPott |= Oui?
GreetingUnfriendly |= Que voulez-vous?
GreetingRunning |= Woah... on ralentit là!
Targeted |= Besoin de quelque chose?
TargetedPott |= Vous voulez quelque chose?

SalesPitch |= I've got just what you need.
PatientNoTalk |= Why won't you talk to me?!
OccupiedLoo |= Ocupado!
OccupiedLoo |= Oi! Go away!
OccupiedLoo |= One at a time.
OccupiedLoo |= This loo aint big enough for the both of us.
OccupiedLoo |= I am indisposed presently.
OccupiedLoo |= Already taken!
OccupiedLoo |= Come back later. Much later if I were you.
OccupiedLoo |= Oh my Goddess! What did I eat?!
OccupiedLoo |= Nyarrrrrr-goaway.
OccupiedLoo |= Could you pass me a leaf or ten?
OccupiedLoo |= Can't....talk....right....now.
OccupiedLoo |= Hey! I am in here!
BabyTalk |= Mamma!
BabyTalk |= Dadadadadaaaaa!
BabyTalk |= Poopy!
BabyTalk |= Omyomyom.
BabyTalk |= Squee!
BabyTalk |= Gurgle.
BabyTalk |= Mweeeee!
BabyTalk |= Laaayyy-deee-gagagoogoo
BabyTalk |= Goo?
BabyTalk |= Inkypinkyblinky.
BabyTalk |= Wobbaflobbadob.
BabyTalk |= Wooooooo!
BabyTalk |= Heeeeeeeeheeeeeeee.
BabyTalk |= Flubbleblubbletwup.
BabyTalk |= Agagagagaga.
BabyTalk |= Fud! Fud!
BabyTalk |= Milkywahwah.
BabyTalk |= Jibble?
BabyTalk |= Squoggle.
BabyTalk |= Meee beeepeee nu nu.
BabyTalk |= Frb.
BabyTalk |= Hic!
BabyTalk |= Cooooo!
BabyTalk |= Nyuurrrr.
BabyTalk |= GLORRRP.
BabyTalk |= Slurrrrp.
BabyTalk |= Bop bap bloop.
BabyTalk |= BEEEP
BabyTalk |= Wiwiwowow.
BabyTalk |= Giggliboop puh.
BabyTalk |= Blehhhh.
BabyTalk |= BURP.
BabyTalk |= Daddeh?
BabyTalk |= Mumamama.
BabyTalk |= Weeeeeeeeeeeeeeeeeeeeee!
BabyTalk |= Oooohooo!
BabyTalkPlay |= Cooooo!
GeneralChatPott |= Oi! Don't be fergettin' to make my offerins!
GeneralChatPott |= If yer short on stuff to do, look at my list on yon tree.
GeneralChatPott |= Busy like the bee, I hopes?
GeneralChatPott |= You should see where us Brounies come from. It's rubbish.
GeneralChatPott |= Did you wake up on the wrong side of your head this mornin?
GeneralChatPott |= Nice to see your ugly mug up and about.
GeneralChatPott |= Keep checkin' yer task list!
GeneralChatPott |= Don't ferget yer calendar. Might be important events on!
GeneralChatPott |= What's Fairweather like? I heard he's a big lad.
GeneralChatPott |= Have you met Mr Hawthorn yet?
GeneralChatPott |= Always wanted to go to Evergreen and try their drinks.
GeneralChatPott |= Don't cross those Fae from Voide if you ever meet one. Snobbish lot!
GeneralChatPott |= Your breath smells like chewed compost today.
GeneralChatPott |= Whatcha milling around for?
GeneralChatPott |= Look busy. Druida's watchin' yer.
GeneralChatPott |= I've seen healthier cheeks on a Remnant.
GeneralChatPott |= You need to lose a bit of weight from yer brain.
GeneralChatPott |= Us Brounies do love a good polish.
GeneralChatPott |= Can you not put fingerprints on those winders?
GeneralChatPott |= I just cleaned that stove last night. Already dirty!
GeneralChatPott |= You run like a heron in a swamp.
GeneralChatPott |= Have you got any tasks to do yer lazy Buggane?
GeneralChatPott |= Do you know the secret of cows? I ain't tellin' ya!
GeneralChatPott |= Aren't Fenryck's just the best? Those tails!
GeneralChatPott |= Don't get muddy footprints on my floorboards. Your floorboards.
GeneralChatPott |= Humans are funny lookin'.
GeneralChatPott |= A lovely day. Spoiled by seein' your face.
GeneralChatPott |= Don't get too cosy with them sheep.
GeneralChatPott |= You could do with a headcut.
GeneralChatPott |= I might be grumpy but...forgot the point I was making.
GeneralChatPott |= Off anywhere nice?
GeneralChatPott |= You hang around here like a bad smell.
GeneralChatPott |= Did you ever find out what happened to Rose?
GeneralChatPott |= You should learn to cook. Again.
GeneralChatPott |= Some nicer offerings, please!
GeneralChatPott |= I'm the only Brounie you can see. Honoured?
GeneralChatPott |= I have had this hat 200 years, ya know? It's brand new.
GeneralChatPott |= Housework won't do itself. Well, it will but ssshhh.
GeneralChatPott |= How's it goin'?
GeneralChatPott |= It's weather we are having today.
GeneralChatPott |= Look how shiny I got those winders.
GeneralChatPott |= Spit n shine. Shine n spit!
GeneralChat |= Just wondering as I wander.
GeneralChat |= A lot of us look alike, have you noticed?
GeneralChat |= We Wanderers love the open road. No home to call our own, just the wind for company.
GeneralChat |= I can't remember my youth. My memory is as hazy as the summer evenings.
GeneralChat |= I love to go a-wandering. Here, there and Neverwhere.
GeneralChat |= Onions and bunions. The two things that every Wanderer carries with them. Both make you cry and are crunchy to chew on
GeneralChat |= Never stray into the dark forests. Many hungry Wanderers sometimes drift into them, and you never see them again.
GeneralChat |= Where do we get our money? By selling the things that nature's bounty provides and making sure we offer to the Goddesses
GeneralChat |= We wanderers never settle nor marry outside our kind. We never beg nor want for anything. It is us and the open sky as our ceiling, and the stars are our candles.
GeneralChat |= Hello homelubber.
GeneralChat |= One of the lucky ones to escape the Shoe!
GeneralChat |= I often think of my time in the Shoe. Magical times and an unforgettable odour.
GeneralChat |= Wanderers together, Orphans all.
GeneralChat |= We Wanderers do actually have a place we can go and call our own. It is in the north west of Quill, safe and warm under the ground.
GeneralChat |= Blessings on you, lucky one.
GeneralChat |= I love walking around these parts. There's a certain smell that gives me comfort.
GeneralChat |= Hello! Can't stop! Wandering to do.

Petyr the PanNearby |= Welcome! Goods have I for you!
Petyr the PanNearby |= Please browse while I play sweet bitter melodies with verve.
Petyr the PanNearby |= Come in! Warm, warm welcome!
Petyr the PanNearby |= Greetings again!
Petyr the PanNearby |= Pipe down out there; I am trying to concentrate here!
Petyr the PanNearby |= Let's see how your shopping experience pans out.
Petyr the PanNearby |= I am a Pan but don't sell pans.
Petyr the PanNearby |= See anything you like?
Petyr the PanINTRO |= Welcome, welcome! Warm, warm welcome.
Petyr the PanINTRO |= I am Petyr the Pan. You just caught me! I was away lyin' with a witch in the wardrobe. Oh yes I was!
Petyr the PanINTRO |= Browse, please! We have a range of goods for you to faun over. I used to sell everything from thimbles to exotic breads, but we have naan here anymore.
Petyr the PanINTRO |= I will sit here and play my music as lan as you can bear it. It helps relax my chronicle back ache and makes me feel more lucid.
NAME |= Hello, my name is <VAR1>
HATE_1 |= I really don't like <VAR1>
HATE_1 |= <VAR1> is disgusting
LIKE_1 |= <VAR1> is great!
AGE |= How old am I? Well <VAR1> if you can believe it?
BIRTHDAY |= I celebrate that on <VAR1>
TRAIT_1 |= My prime trait is <VAR1>
TIME |= The time is <VAR1>...
ObjectReactDandelion |= Not interested in this; I could pick these myself!
ObjectReactBirthdayUnknown |= You remembered my birthday, thank you!
ObjectReactBirthdayLike |= You remembered my birthday and got me something special, thank you!
ObjectReactBirthdayDislike |= You give me that?! And on my birthday??!
Uncle BillDay4 |= Well, here's sleepy head! I don't really have that much for you to do today, but it would be good if you could deliver some milk to Old Mother Hubbard over in Candlewych Cottage.
Uncle BillDay4 |= She's the Master Cook of Quill, so might be able to give you a few tips. I don't mean carrot tips.
Uncle BillDay4 |= It's quite a long walk, so will do you some good. Just use a metal bucket on old Butterscotch there to fill it with milk. Otherwise, the day is your own. Take care out there.
